dnaSampleID,imgGenomeID,jgiProjectID,ITS Proposal ID,Sequencing Status,Study Name,GenomeName,Sequencing Center,GOLD Analysis Project ID,GOLD Analysis Project Type,GOLD Sequencing Project ID,GOLD Study ID,Funding Program,Sequencing Method,Sequencing Quality,siteID,collectDate,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,GenomeSize,GeneCount,ScaffoldCount,metaBATbinCount,eukCCbinCount,estNumberGenomes,avgGenomeSize,numberFilteredReads,numberMappedReads,pctAssembledReads
DEJU_002-M-20230629-COMP-DNA1,3300077816,1490101,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Delta Junction NEON Field Site, Alaska, USA - DEJU_002-M-20230629-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643780,Metagenome Analysis,Gp0798374,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,DEJU,20230629,Environmental,Terrestrial,Boreal forest/Taiga,Soil,Unclassified,2417515639,4046042,2207138,21,0,479,5047005,432984736,234631224,54.19
ONAQ_041-M-20230622-COMP-DNA1,3300078366,1490125,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Onaqui NEON Field Station, Vernon, Utah, USA - ONAQ_041-M-20230622-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643804,Metagenome Analysis,Gp0798429,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,ONAQ,20230622,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1377273915,2413398,1321630,8,0,353,3901625,336650034,163553665,48.58
ORNL_046-M-20230627-COMP-DNA1,3300075767,1490386,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Oak Ridge NEON Field Station, Tennessee, USA - ORNL_046-M-20230627-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643881,Metagenome Analysis,Gp0798435,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,ORNL,20230627,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,1522159197,2618112,1451400,4,0,202,7535441,309760070,143654786,46.38
LAJA_042-M-20160914-COMP-DNA1,3300066307,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lajas Experimental Station, Atlantic Neotropical, PR, USA - LAJA_042-M-20160914-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614033,Metagenome Analysis,Gp0476834,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,LAJA,20160914,Environmental,Terrestrial,Unclassified,Soil,Unclassified,6347491,19879,17352,0,0,0,0,0,0,0
NIWO_005-M-20190731-COMP-DNA1,3300070735,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_005-M-20190731-COMP-DNA1",Battelle Memorial Institute,Ga0619991,Metagenome Analysis,Gp0766559,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,NIWO,20190731,Environmental,Terrestrial,Forest,Soil,Unclassified,14260759,43694,38384,0,0,0,0,0,0,0
STER_027-M-20160817-COMP-DNA1,3300070540,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from North Sterling, Colorado, USA - STER_027-M-20160817-COMP-DNA1",Battelle Memorial Institute,Ga0620294,Metagenome Analysis,Gp0766862,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,STER,20160817,Environmental,Terrestrial,Agricultural land,Soil,Unclassified,1601563,5274,4750,0,0,0,0,0,0,0
TREE_004-O-20200708-COMP-DNA1,3300070851,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Treehaven, Wisconsin, USA - TREE_004-O-20200708-COMP-DNA1",Battelle Memorial Institute,Ga0620376,Metagenome Analysis,Gp0766944,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TREE,20200708,Environmental,Terrestrial,Wetlands,Soil,Unclassified,17154265,52237,44336,0,0,0,0,0,0,0
JERC_048-M-20190730-COMP-DNA1,3300070955,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from The Jones Center At Ichauway, Georgia, USA - JERC_048-M-20190730-COMP-DNA1",Battelle Memorial Institute,Ga0619874,Metagenome Analysis,Gp0766442,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,JERC,20190730,Environmental,Terrestrial,Forest,Soil,Unclassified,12450610,39571,35347,0,0,0,0,0,0,0
HOPB.SS.20230117.DNA-DNA1,3300083057,1529126,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230117.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0671648,Metagenome Analysis,Gp0823157,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,HOPB,20230117,Environmental,Aquatic,Creek,Freshwater,Unclassified,44532034,69734,34537,0,0,11,4048366,352581436,25424297,7.21
MLBS_001-M-20230712-COMP-DNA1,3300078733,1490406,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Mountain Lake Biological Station NEON Field Site, Virginia, USA - MLBS_001-M-20230712-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643901,Metagenome Analysis,Gp0798423,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,MLBS,20230712,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,2070399341,3653557,2027817,4,0,276,7501446,422580494,258798681,61.24
LENO_064-M-20160829-COMP-DNA1,3300040285,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lenoir Landing, Ozarks Complex, AL, USA - LENO_064-M-20160829-COMP-DNA1",Battelle Memorial Institute,Ga0428378,Metagenome Analysis,Gp0476845,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,LENO,20160829,Environmental,Terrestrial,Unclassified,Soil,Unclassified,6598391,20873,19318,0,0,0,0,0,0,0
SCBI_010-M-20190729-COMP-DNA1,3300071064,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Virginia, USA - SCBI_010-M-20190729-COMP-DNA1",Battelle Memorial Institute,Ga0620198,Metagenome Analysis,Gp0766766,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SCBI,20190729,Environmental,Terrestrial,Forest,Soil,Unclassified,9250866,29673,25935,0,0,0,0,0,0,0
BARR_053-O-20170808-COMP-DNA1,3300040488,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Barrow Environmental Observatory, Tundra, AK, USA - BARR_053-O-20170808-COMP-DNA1",Battelle Memorial Institute,Ga0428433,Metagenome Analysis,Gp0476573,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BARR,20170808,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3753561,11196,10244,0,0,0,0,0,0,0
LENO_004-M-20160830-COMP-DNA1,3300040713,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lenoir Landing, Ozarks Complex, AL, USA - LENO_004-M-20160830-COMP-DNA1",Battelle Memorial Institute,Ga0428374,Metagenome Analysis,Gp0476839,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,LENO,20160830,Environmental,Terrestrial,Unclassified,Soil,Unclassified,6267611,19758,18194,0,0,0,0,0,0,0
SRER_001-M-20170815-COMP-DNA1,3300069310,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Santa Rita Experimental Range, Desert Southwest, AZ, USA - SRER_001-M-20170815-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0613953,Metagenome Analysis,Gp0477015,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SRER,20170815,Environmental,Terrestrial,Unclassified,Soil,Unclassified,14201772,40196,33874,0,0,0,0,0,0,0
DSNY_009-M-33-14-20140409-GEN-DNA1,3300040392,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_009-M-33-14-20140409-GEN-DNA1",Argonne National Laboratory,Ga0435360,Metagenome Analysis,Gp0476704,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,DSNY,20140409,Environmental,Terrestrial,Unclassified,Soil,Unclassified,5459737,16118,14988,0,0,0,0,0,0,0
DCFS_009-M-20230801-COMP-DNA1,3300078212,1490413,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Dakota Coteau Field Site, North Dakota, USA - DCFS_009-M-20230801-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643908,Metagenome Analysis,Gp0798367,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,DCFS,20230801,Environmental,Terrestrial,Grasslands,Soil,Unclassified,1116429975,2049910,1183097,5,0,217,5144838,319589718,161828594,50.64
KONZ_045-M-20210721-COMP-1,3300060916,1414491,509462,Permanent Draft,Terrestrial soil microbial communities from various NEON sites located in USA and Puerto Rico,"Terrestrial soil microbial communities from Konza Prairie Bio Station, Kansas, USA - KONZ_045-M-20210721-comp-1",DOE Joint Genome Institute  (JGI),Ga0597060,Metagenome Analysis,Gp0704908,Gs0161344,Director's Science,Illumina NovaSeq S4,Level 1: Standard Draft,KONZ,20210721,Environmental,Terrestrial,Grasslands,Soil,Unclassified,3088759773,4930924,2361762,30,0,500,6177519,493066036,361681959,73.35
ONAQ_002-M-20190618-COMP-DNA1,3300070447,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_002-M-20190618-COMP-DNA1",Battelle Memorial Institute,Ga0620029,Metagenome Analysis,Gp0766597,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ONAQ,20190618,Environmental,Terrestrial,Unclassified,Soil,Unclassified,4670138,14783,12669,0,0,0,0,0,0,0
LEWI.SS.20230724.DNA-DNA1,3300079880,1500407,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.SS.20230724.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654483,Metagenome Analysis,Gp0812603,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,LEWI,20230724,Environmental,Aquatic,Creek,Freshwater,Unclassified,319214858,597493,353577,11,0,160,1995092,284603276,44187008,15.53
SJER_046-M-39-20230227-GEN-DNA1,3300083158,1529171,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_046-M-39-20230227-GEN-DNA1",DOE Joint Genome Institute  (JGI),Ga0672844,Metagenome Analysis,Gp0824475,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,SJER,20230227,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1132267105,2095385,1264213,4,0,302,3749228,440940070,138600470,31.43
KONA_003-M-20190617-COMP-DNA1,3300070958,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Konza Prairie Agroecosystem, Kansas, USA - KONA_003-M-20190617-COMP-DNA1",Battelle Memorial Institute,Ga0619887,Metagenome Analysis,Gp0766455,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,KONA,20190617,Environmental,Terrestrial,Agricultural land,Soil,Unclassified,943045,3308,2913,0,0,0,0,0,0,0
CLBJ_035-M-20230517-COMP-DNA1,3300079552,1514640,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA - CLBJ_035-M-20230517-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0669163,Metagenome Analysis,Gp0820706,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,CLBJ,20230517,Environmental,Terrestrial,Unclassified,Soil,Unclassified,871607042,1462527,764035,8,0,176,4952312,141255704,72768718,51.52
SCBI_008-M-20190730-COMP-DNA1,3300070802,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Virginia, USA - SCBI_008-M-20190730-COMP-DNA1",Battelle Memorial Institute,Ga0620196,Metagenome Analysis,Gp0766764,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SCBI,20190730,Environmental,Terrestrial,Forest,Soil,Unclassified,9999305,32754,28648,0,0,0,0,0,0,0
STEI_001-M-20160720-COMP-DNA1,3300069443,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Steigerwaldt Land Services, Great Lakes, WI, USA - STEI_001-M-20160720-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0614135,Metagenome Analysis,Gp0477032,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,STEI,20160720,Environmental,Terrestrial,Unclassified,Soil,Unclassified,26044581,90190,81810,0,0,0,0,0,0,0
SJER_003-M-20230301-COMP-DNA1,3300078360,1490120,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from San Joaquin Experimental Range NEON Field Site, California, USA - SJER_003-M-20230301-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643799,Metagenome Analysis,Gp0798457,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,SJER,20230301,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,790005266,1370413,790531,7,0,176,4488666,312994850,87942172,28.1
LAJA_046-M-20160920-COMP-DNA1,3300040485,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Lajas Experimental Station, Atlantic Neotropical, PR, USA - LAJA_046-M-20160920-COMP-DNA1",Battelle Memorial Institute,Ga0428092,Metagenome Analysis,Gp0476835,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,LAJA,20160920,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3866561,12104,11101,0,0,0,0,0,0,0
COMO.20230808.EPILITHON.3.DNA-DNA1,3300083030,1500425,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPILITHON.3.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654501,Metagenome Analysis,Gp0812750,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,COMO,20230808,Environmental,Aquatic,Creek,Freshwater,Biofilm,850161146,1230697,539157,33,1,137,6205555,304804872,234557087,76.95
SRER_053-M-20170815-COMP-DNA1,3300040666,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Santa Rita Experimental Range, Desert Southwest, AZ, USA - SRER_053-M-20170815-COMP-DNA1",Battelle Memorial Institute,Ga0428447,Metagenome Analysis,Gp0477013,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SRER,20170815,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1366892,4177,3796,0,0,0,0,0,0,0
OSBS_003-M-20230710-COMP-DNA1,3300080097,1514602,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Ordway-Swisher Biological Station NEON Field site, Putman County, Florida, USA - OSBS_003-M-20230710-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0669125,Metagenome Analysis,Gp0820668,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,OSBS,20230710,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3342336030,5489842,2945522,14,0,517,6464866,478174190,288035765,60.24
HEAL_025-O-20160803-COMP-DNA1,3300040706,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_025-O-20160803-COMP-DNA1",Battelle Memorial Institute,Ga0428345,Metagenome Analysis,Gp0476771,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HEAL,20160803,Environmental,Terrestrial,Unclassified,Soil,Unclassified,2521470,8060,7453,0,0,0,0,0,0,0
CLBJ_031-M-20170412-COMP-DNA1,3300040501,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_031-M-20170412-COMP-DNA1",Battelle Memorial Institute,Ga0428479,Metagenome Analysis,Gp0476604,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,CLBJ,20170412,Environmental,Terrestrial,Unclassified,Soil,Unclassified,3474770,11244,10412,0,0,0,0,0,0,0
HARV_013-O-20160803-COMP-DNA3,3300070384,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Harvard Forest , Massachusetts, USA - HARV_013-O-20160803-COMP-DNA3",Battelle Memorial Institute,Ga0619829,Metagenome Analysis,Gp0766397,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,HARV,20160803,Environmental,Terrestrial,Forest,Soil,Unclassified,3522848,11973,10738,0,0,0,0,0,0,0
ONAQ_043-M-20200713-COMP-DNA1,3300070454,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_043-M-20200713-COMP-DNA1",Battelle Memorial Institute,Ga0620068,Metagenome Analysis,Gp0766636,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,ONAQ,20200713,Environmental,Terrestrial,Unclassified,Soil,Unclassified,18252395,55481,47791,0,0,0,0,0,0,0
SRER_052-M-20170815-COMP-DNA1,3300040595,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Santa Rita Experimental Range, Desert Southwest, AZ, USA - SRER_052-M-20170815-COMP-DNA1",Battelle Memorial Institute,Ga0428003,Metagenome Analysis,Gp0477014,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,SRER,20170815,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1772977,5586,5128,0,0,0,0,0,0,0
TREE_050-M-20200708-COMP-DNA1,3300071114,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Treehaven, Wisconsin, USA - TREE_050-M-20200708-COMP-DNA1",Battelle Memorial Institute,Ga0620388,Metagenome Analysis,Gp0766956,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,TREE,20200708,Environmental,Terrestrial,Forest,Soil,Unclassified,33351319,105630,89933,0,0,0,0,0,0,0
UNDE_003-M-20200806-COMP-DNA1,3300070219,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_003-M-20200806-COMP-DNA1",Battelle Memorial Institute,Ga0619489,Metagenome Analysis,Gp0766057,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20200806,Environmental,Terrestrial,Wetlands,Soil,Unclassified,52716725,152809,125957,0,0,0,0,0,0,0
MART.20230725.EPILITHON.7.DNA-DNA1,3300079873,1500392,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.20230725.EPILITHON.7.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654468,Metagenome Analysis,Gp0812777,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,MART,20230725,Environmental,Aquatic,Creek,Freshwater,Biofilm,1271717215,2013814,1068534,23,0,209,6084771,338121956,242097312,71.6
YELL_046-M-20230801-COMP-DNA1,3300078371,1490135,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Yellowstone National Park NEON Field Site, Wyoming, USA - YELL_046-M-20230801-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643814,Metagenome Analysis,Gp0798516,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,YELL,20230801,Environmental,Terrestrial,Shrubland,Soil,Unclassified,494011936,933170,589305,2,0,143,3454628,294954338,74928449,25.4
PUUM_010-M-20190109-COMP-DNA1,3300070782,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Puu Makaala Natural Area Reserve, Hawaii, USA - PUUM_010-M-20190109-COMP-DNA1",Battelle Memorial Institute,Ga0620153,Metagenome Analysis,Gp0766721,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,PUUM,20190109,Environmental,Terrestrial,Forest,Soil,Unclassified,37544184,111850,90465,0,0,8,4693023,0,0,0
CUPE.20230620.EPILITHON.6.DNA-DNA1,3300079089,1500343,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Freshwater biofilm microbial communities from Rio Cupeyes NEON Field Site, San German, Puerto Rico - CUPE.20230620.EPILITHON.6.DNA-DNA1",DOE Joint Genome Institute  (JGI),Ga0654419,Metagenome Analysis,Gp0812707,Gs0166454,CSP,Illumina NovaSeq X 10B,Level 1: Standard Draft,CUPE,20230620,Environmental,Aquatic,River,Freshwater,River biofilm,1361831138,2020248,992280,51,0,266,5119665,331203102,262629174,79.3
KONZ_003-M-20190715-COMP-DNA1,3300070699,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Konza Prairie Biological Station, Kansas, USA - KONZ_003-M-20190715-COMP-DNA1",Battelle Memorial Institute,Ga0619905,Metagenome Analysis,Gp0766473,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,KONZ,20190715,Environmental,Terrestrial,Unclassified,Soil,Unclassified,960933,3212,2800,0,0,0,0,0,0,0
DSNY_009-M-20170829-COMP-DNA1,3300069316,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_009-M-20170829-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0613961,Metagenome Analysis,Gp0476683,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,DSNY,20170829,Environmental,Terrestrial,Unclassified,Soil,Unclassified,16388640,49818,43842,0,0,0,0,0,0,0
GRSM_002-O-20170717-COMP-DNA1,3300039743,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_002-O-20170717-COMP-DNA1",Battelle Memorial Institute,Ga0428326,Metagenome Analysis,Gp0476711,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,GRSM,20170717,Environmental,Terrestrial,Unclassified,Soil,Unclassified,40505267,101523,92371,0,0,0,0,0,0,0
GRSM_006-O-20170717-COMP-DNA1,3300069324,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_006-O-20170717-COMP-DNA1 re-annotation",Battelle Memorial Institute,Ga0613975,Metagenome Analysis,Gp0476713,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,GRSM,20170717,Environmental,Terrestrial,Unclassified,Soil,Unclassified,12806696,38763,33850,0,0,0,0,0,0,0
GUAN_004-M-20230905-COMP-DNA1,3300082535,1514627,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from Guanica Dry Forest Reserve NEON Field site, Barina, Yauco, Puerto Rico - GUAN_004-M-20230905-COMP-DNA1 (version 2)",DOE Joint Genome Institute  (JGI),Ga0672947,Metagenome Analysis,Gp0820693,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,GUAN,20230905,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1660592718,2853047,1508358,8,0,335,4956993,366525828,235312801,64.2
SJER_001-M-39-20230227-GEN-DNA1,3300081258,1529161,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA - SJER_001-M-39-20230227-GEN-DNA1",DOE Joint Genome Institute  (JGI),Ga0672834,Metagenome Analysis,Gp0824465,Gs0166454,CSP,Illumina NovaSeq X 25B,Level 1: Standard Draft,SJER,20230227,Environmental,Terrestrial,Unclassified,Soil,Unclassified,1205152486,2151656,1251682,0,0,305,3951319,352843802,128047655,36.29
UNDE_003-M-20190715-COMP-DNA1,3300070327,NA,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_003-M-20190715-COMP-DNA1",Battelle Memorial Institute,Ga0619488,Metagenome Analysis,Gp0766056,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,UNDE,20190715,Environmental,Terrestrial,Wetlands,Soil,Unclassified,13422710,41277,35817,0,0,0,0,0,0,0
UNDE_037-O-20230809-COMP-DNA1,3300080930,1490346,509938,Permanent Draft,Soil and water microbial communities from various NEON Field Sites across the United States,"Soil microbial communities from University of Notre Dame Environmental Research Center NEON Field Site, Michigan, USA - UNDE_037-O-20230809-COMP-DNA1",DOE Joint Genome Institute  (JGI),Ga0643841,Metagenome Analysis,Gp0798489,Gs0166454,CSP,Illumina NovaSeq S4,Level 1: Standard Draft,UNDE,20230809,Environmental,Terrestrial,Temperate forest,Soil,Unclassified,2408084642,4032356,2179188,11,0,395,6096416,411613324,228852027,55.6
SCBI_002-M-20140915-COMP-DNA1,3300040102,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Mid-Atlantic, VA, USA - SCBI_002-M-20140915-COMP-DNA1",Argonne National Laboratory,Ga0435334,Metagenome Analysis,Gp0476984,Gs0144570,NA,Illumina HiSeq,Level 1: Standard Draft,SCBI,20140915,Environmental,Terrestrial,Unclassified,Soil,Unclassified,12246622,35501,33115,0,0,0,0,0,0,0
BARR_005-O-20170809-COMP-DNA1,3300040266,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Barrow Environmental Observatory, Tundra, AK, USA - BARR_005-O-20170809-COMP-DNA1",Battelle Memorial Institute,Ga0428166,Metagenome Analysis,Gp0476578,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,BARR,20170809,Environmental,Terrestrial,Unclassified,Soil,Unclassified,7693881,21488,19560,0,0,0,0,0,0,0
OSBS_001-O-20170711-COMP-DNA1,3300039956,0,NA,Permanent Draft,Terrestrial soil microbial communities from various locations - NEON,"Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Southeast, FL, USA - OSBS_001-O-20170711-COMP-DNA1",Battelle Memorial Institute,Ga0427994,Metagenome Analysis,Gp0476946,Gs0144570,NA,Illumina NextSeq 550,Level 1: Standard Draft,OSBS,20170711,Environmental,Terrestrial,Unclassified,Soil,Unclassified,18651791,51925,45261,0,0,0,0,0,0,0
